value,time
0,8
1,16
2,25
3,33
4,41
5,50
6,58
7,66
8,75
9,83
10,92
11,100
12,108
13,117
14,125
15,134
16,142
17,150
18,159
19,167
20,176
21,184
22,192
23,201
24,209
25,218
26,226
27,234
28,243
29,251
30,260
31,268
32,277
33,285
34,293
35,302
36,310
37,319
38,327
39,336
40,344
41,352
42,361
43,369
44,378
45,386
46,395
47,403
48,412
49,420
50,429
51,437
52,446
53,454
54,462
55,471
56,479
57,488
58,496
59,505
60,513
61,522
62,530
63,539
