value,time
0,8
1,17
2,25
3,34
4,45
5,53
6,62
7,70
8,79
9,88
10,96
11,105
12,114
13,122
14,131
15,140
16,148
17,157
18,165
19,174
20,183
21,192
22,200
23,209
24,218
25,226
26,235
27,244
28,252
29,261
30,270
31,278
